rating,review_count,isbn,booktype,author_url,year,genre_urls,dir,rating_count,name,author
4.84,15.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7043626.Ian_Hutson,2013.0,/genres/science-fiction|/genres/short-stories|/genres/humor|/genres/european-literature|/genres/british-literature|/genres/humor|/genres/funny|/genres/humor|/genres/comedy,dir16/18713658-nglnd-xpx.html,105.0,NGLND XPX,Ian_Hutson
4.83,3.0,1495416739,good_reads:book,https://www.goodreads.com/author/show/7399883.Maria_Johnsen,2014.0,Unknown,dir55/20773953-this-land-of-streams.html,6.0,This Land of Streams,Maria_Johnsen
4.83,16.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7058502.O_L_Ramos,2014.0,Unknown,dir58/22312293-the-keeper.html,29.0,"The Keeper (The Keeper, #5)",O_L_Ramos
4.83,19.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7172051.Stevie_Turner,2014.0,/genres/suspense|/genres/european-literature|/genres/british-literature|/genres/thriller|/genres/mystery-thriller|/genres/thriller|/genres/mystery|/genres/drama|/genres/sociology|/genres/abuse,dir22/20880952-a-house-without-windows.html,71.0,A House Without Windows,Stevie_Turner
4.8,34.0,1933455098,good_reads:book,https://www.goodreads.com/author/show/5834131.Muna_Imady,2012.0,Unknown,dir55/13645330-syrian-folktales.html,50.0,Syrian Folktales,Muna_Imady
4.8,8.0,1469908530,good_reads:book,https://www.goodreads.com/author/show/4695431.Joe_Egly,2012.0,/genres/fantasy,dir57/15734769-myrtle-mae-and-the-mirror-in-the-attic.html,10.0,"Myrtle Mae and the Mirror in the Attic (The Mae Chronicles, #1)",Joe_Egly
4.8,46.0,1475124511,good_reads:book,https://www.goodreads.com/author/show/5461236.Joe_Connolly,2012.0,/genres/non-fiction|/genres/animals,dir27/16186085-if-i-should-die-before-my-dog---.html,81.0,If I Should Die Before My Dog --,Joe_Connolly
4.8,23.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7777382.Jim_Goforth,2014.0,/genres/horror,dir18/20573324-plebs.html,82.0,Plebs,Jim_Goforth
4.8,644.0,0740748475,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,2005.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/classics|/genres/humor|/genres/comedy|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/sequential-art|/genres/comic-strips|/genres/childrens,dir03/24812.The_Complete_Calvin_and_Hobbes.html,22674.0,The Complete Calvin and Hobbes,Bill_Watterson
4.79,5.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/6585024.Ashley_Chappell,2013.0,Unknown,dir45/18081150-tilt.html,14.0,Tilt (Dreams of Chaos #2),Ashley_Chappell
4.78,18.0,2851944371,good_reads:book,https://www.goodreads.com/author/show/318835.Odysseus_Elytis,1972.0,/genres/poetry|/genres/fiction|/genres/nobel-prize|/genres/classics,dir59/2014000.Le_Monogramme.html,565.0,Le Monogramme,Odysseus_Elytis
4.77,86.0,0988270714,good_reads:book,https://www.goodreads.com/author/show/5819163.Cindy_Springsteen,2012.0,/genres/childrens,dir55/16219585-waffles-and-pancakes.html,144.0,Waffles and Pancakes,Cindy_Springsteen
4.77,17.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7223069.Deepak_Chaswal,2013.0,/genres/poetry,dir20/18334644-meeting-with-christ-and-other-poems.html,56.0,Meeting With Christ and Other Poems,Deepak_Chaswal
4.76,20.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7381751.Karen_Brueggeman,2013.0,/genres/fantasy|/genres/childrens|/genres/picture-books|/genres/childrens|/genres/education|/genres/fantasy|/genres/magic|/genres/family|/genres/adventure,dir16/18930938-fruzzle-s-mystery-talent.html,54.0,Fruzzle's Mystery Talent,Karen_Brueggeman
4.76,3361.0,0765326361,good_reads:book,https://www.goodreads.com/author/show/38550.Brandon_Sanderson,2014.0,/genres/fantasy|/genres/fantasy|/genres/epic-fantasy|/genres/fiction|/genres/fantasy|/genres/high-fantasy|/genres/epic|/genres/science-fiction-fantasy|/genres/fantasy|/genres/magic|/genres/adventure|/genres/adult|/genres/science-fiction,dir16/17332218-words-of-radiance.html,32304.0,"Words of Radiance (The Stormlight Archive, #2)",Brandon_Sanderson
4.76,223.0,1433502410,good_reads:book,https://www.goodreads.com/author/show/5158478.Anonymous,2007.0,/genres/religion|/genres/non-fiction|/genres/history|/genres/classics|/genres/christian|/genres/poetry|/genres/philosophy|/genres/parenting|/genres/religion|/genres/faith|/genres/religion|/genres/church,dir19/5031805-esv-study-bible.html,7343.0,ESV Study Bible,Anonymous
4.75,643.0,0842339523,good_reads:book,https://www.goodreads.com/author/show/6492.Francine_Rivers,1993.0,/genres/christian-fiction|/genres/historical-fiction|/genres/christian|/genres/fiction|/genres/romance|/genres/religion|/genres/christianity|/genres/inspirational|/genres/christian-fiction|/genres/christian-historical-fiction|/genres/religion|/genres/religion|/genres/faith,dir20/95602.Mark_of_the_Lion_Trilogy.html,7044.0,Mark of the Lion Trilogy,Francine_Rivers
4.75,3.0,1481959824,good_reads:book,https://www.goodreads.com/author/show/5100743.Alexei_Maxim_Russell,2013.0,Unknown,dir56/17606460-why-not-world.html,8.0,Why Not-World,Alexei_Maxim_Russell
4.75,72.0,1401210856,good_reads:book,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2008.0,/genres/sequential-art|/genres/graphic-novels|/genres/sequential-art|/genres/comics|/genres/fantasy|/genres/fiction|/genres/graphic-novels-comics|/genres/horror|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/mythology|/genres/fantasy|/genres/urban-fantasy|/genres/science-fiction-fantasy,dir41/3375878-the-absolute-sandman-vol-4.html,3661.0,"The Absolute Sandman, Vol. 4",Neil_Gaiman
4.75,191.0,0836221362,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1996.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/sequential-art|/genres/comic-strips|/genres/graphic-novels-comics|/genres/childrens|/genres/humor|/genres/funny,dir50/24814.Calvin_and_Hobbes.html,18637.0,Calvin and Hobbes,Bill_Watterson
4.74,36.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/6521036.J_K_Accinni,2013.0,/genres/science-fiction|/genres/aliens|/genres/science-fiction|/genres/young-adult,dir31/18044158-the-one.html,165.0,"The One (Species Intervention #6609, #6)",J_K_Accinni
4.73,2.0,1938021231,good_reads:book,https://www.goodreads.com/author/show/4111693.Lisa_Cherry,2014.0,/genres/religion|/genres/christianity,dir33/18617712-not-open.html,11.0,Not Open,Lisa_Cherry
4.73,1.0,0983002274,good_reads:book,https://www.goodreads.com/author/show/6589034.Rebekah_McClew,2012.0,Unknown,dir30/16173867-mortal.html,11.0,Mortal,Rebekah_McClew
4.73,5294.0,0545044251,good_reads:book,https://www.goodreads.com/author/show/1077326.J_K_Rowling,1998.0,/genres/fantasy|/genres/young-adult|/genres/fiction|/genres/childrens|/genres/adventure|/genres/classics|/genres/science-fiction-fantasy|/genres/fantasy|/genres/paranormal|/genres/paranormal|/genres/witches|/genres/novels,dir16/862041.Harry_Potter_Boxset.html,141954.0,"Harry Potter Boxset (Harry Potter, #1-7)",J_K_Rowling
4.72,104.0,178048044X,good_reads:book,https://www.goodreads.com/author/show/20248.J_R_Ward,2010.0,/genres/romance|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/romance|/genres/paranormal-romance|/genres/love|/genres/horror,dir60/10780042-j-r-ward-collection.html,1788.0,J. R. Ward Collection,J_R_Ward
4.72,77.0,1401210848,good_reads:book,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2008.0,/genres/sequential-art|/genres/comics|/genres/sequential-art|/genres/graphic-novels|/genres/fantasy|/genres/fiction|/genres/horror|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/urban-fantasy|/genres/fantasy|/genres/mythology|/genres/anthologies|/genres/collections,dir33/2186848.The_Absolute_Sandman_Vol_3.html,3805.0,"The Absolute Sandman, Vol. 3",Neil_Gaiman
4.71,62.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/6521036.J_K_Accinni,2013.0,/genres/horror|/genres/science-fiction|/genres/aliens|/genres/fantasy|/genres/science-fiction|/genres/fantasy|/genres/paranormal|/genres/science-fiction|/genres/dystopia,dir16/17936909-evil-among-us.html,190.0,"Evil Among Us (Species Intervention #6609, #5)",J_K_Accinni
4.71,124.0,0679777482,good_reads:book,https://www.goodreads.com/author/show/8361.Dorothy_Dunnett,1975.0,/genres/historical-fiction|/genres/fiction|/genres/cultural|/genres/scotland|/genres/cultural|/genres/france|/genres/romance|/genres/historical-romance|/genres/adventure|/genres/romance|/genres/literature|/genres/16th-century|/genres/literature|/genres/european-literature|/genres/british-literature,dir25/112074.Checkmate.html,2015.0,"Checkmate (The Lymond Chronicles, #6)",Dorothy_Dunnett
4.71,3.0,1484889681,good_reads:book,https://www.goodreads.com/author/show/1107101.Joseph_Sweet,2013.0,/genres/horror|/genres/zombies,dir45/17906995-requiem-for-humanity.html,17.0,"Requiem for Humanity (Last Days, #1)",Joseph_Sweet
4.71,273.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/63244.Kalki,1950.0,/genres/historical-fiction|/genres/fiction|/genres/classics|/genres/novels|/genres/asian-literature|/genres/indian-literature|/genres/literature|/genres/drama,dir20/1108124._Ponniyin_Selvan_.html,2877.0,à®ªà¯à®©à¯à®©à®¿à®¯à®¿à®©à¯ à®à¯à®²à¯à®µà®©à¯ [Ponniyin Selvan],Kalki
4.71,787.0,0439827604,good_reads:book,https://www.goodreads.com/author/show/1077326.J_K_Rowling,2005.0,/genres/fantasy|/genres/fiction|/genres/young-adult|/genres/fantasy|/genres/magic|/genres/childrens|/genres/adventure|/genres/classics|/genres/science-fiction-fantasy|/genres/love|/genres/paranormal|/genres/witches,dir34/10.Harry_Potter_Hardcover_Boxed_Set_Books_1_6.html,20354.0,"Harry Potter Hardcover Boxed Set, Books 1-6 (Harry Potter, #1-6)",J_K_Rowling
4.71,12.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/5895074.Ruth_Watson_Morris,2011.0,Unknown,dir56/16075193-fantacia.html,31.0,"Fantacia (Voxian, #1)",Ruth_Watson_Morris
4.71,4.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/5838022.J_R_Ortiz,2012.0,Unknown,dir58/13741511-american-amaranth.html,14.0,American Amaranth,J_R_Ortiz
4.71,239.0,0751500283,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1992.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/childrens|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips|/genres/sequential-art|/genres/cartoon|/genres/humor|/genres/funny,dir33/24815.The_Indispensable_Calvin_and_Hobbes.html,12709.0,The Indispensable Calvin and Hobbes,Bill_Watterson
4.7,23.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7488658.Roberta_Pearce,2013.0,/genres/romance,dir12/19181419-a-bird-without-wings.html,56.0,A Bird Without Wings,Roberta_Pearce
4.7,6.0,1481003925,good_reads:book,https://www.goodreads.com/author/show/6522690.Tina_Traverse,2012.0,/genres/non-fiction,dir19/16691600-forever-christian.html,50.0,"Forever, Christian",Tina_Traverse
4.7,158.0,1417642165,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1992.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/fiction|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/sequential-art|/genres/comic-strips|/genres/humor|/genres/comedy|/genres/humor|/genres/funny|/genres/sequential-art|/genres/cartoon|/genres/graphic-novels-comics,dir57/70487.Calvin_and_Hobbes.html,9224.0,Calvin and Hobbes,Bill_Watterson
4.7,348.0,0751507954,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1990.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/fiction|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/childrens|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips,dir14/59715.The_Authoritative_Calvin_And_Hobbes.html,13863.0,The Authoritative Calvin And Hobbes,Bill_Watterson
4.7,66.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7363789.Eran_Gadot,2013.0,/genres/childrens,dir19/18720887-supernatural-hero.html,114.0,Supernatural Hero,Eran_Gadot
4.7,30.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7153266.Tali_Carmi,2014.0,/genres/childrens,dir56/20445451-children-s-book.html,57.0,Children's book,Tali_Carmi
4.69,194.0,0451947630,good_reads:book,https://www.goodreads.com/author/show/20248.J_R_Ward,2009.0,/genres/paranormal|/genres/vampires|/genres/romance|/genres/paranormal-romance|/genres/fantasy|/genres/paranormal|/genres/romance|/genres/fantasy|/genres/adult|/genres/fantasy|/genres/urban-fantasy|/genres/adult-fiction|/genres/erotica|/genres/fantasy|/genres/supernatural|/genres/fiction,dir18/6606305-black-dagger-brotherhood.html,5985.0,Black Dagger Brotherhood,J_R_Ward
4.69,70.0,039306011X,good_reads:book,https://www.goodreads.com/author/show/5600.Patrick_O_Brian,1994.0,/genres/historical-fiction|/genres/fiction|/genres/adventure|/genres/adventure|/genres/maritime|/genres/literature|/genres/classics|/genres/novels,dir34/24520.The_Complete_Aubrey_Maturin_Novels.html,933.0,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick_O_Brian
4.68,114.0,140121083X,good_reads:book,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2007.0,/genres/sequential-art|/genres/graphic-novels|/genres/sequential-art|/genres/comics|/genres/fantasy|/genres/fiction|/genres/horror|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/mythology|/genres/fantasy|/genres/urban-fantasy,dir29/1025685.The_Absolute_Sandman_Vol_2.html,4656.0,"The Absolute Sandman, Vol. 2",Neil_Gaiman
4.68,78.0,108543401X,good_reads:book,https://www.goodreads.com/author/show/1367163.The_Church_of_Jesus_Christ_of_Latter_day_Saints,1835.0,/genres/religion|/genres/christianity|/genres/lds|/genres/music|/genres/religion|/genres/church|/genres/non-fiction|/genres/inspirational|/genres/reference|/genres/lds|/genres/mormonism|/genres/spirituality|/genres/lds|/genres/lds-non-fiction,dir42/2389938.Hymns_of_The_Church_of_Jesus_Christ_of_Latter_day_Saints.html,5579.0,Hymns of The Church of Jesus Christ of Latter-day Saints,The_Church_of_Jesus_Christ_of_Latter_day_Saints
4.68,302.0,1442483989,good_reads:book,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2013.0,/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/science-fiction|/genres/steampunk|/genres/paranormal|/genres/angels|/genres/romance|/genres/fantasy|/genres/urban-fantasy|/genres/fiction|/genres/fantasy|/genres/supernatural|/genres/paranormal|/genres/vampires,dir52/15803693-the-infernal-devices.html,5817.0,"The Infernal Devices (The Infernal Devices, #1-3)",Cassandra_Clare
4.67,17.0,0060891904,good_reads:book,https://www.goodreads.com/author/show/27498.Erin_Hunter,2006.0,/genres/fantasy|/genres/animals|/genres/cats|/genres/animals|/genres/childrens|/genres/middle-grade|/genres/thriller|/genres/mystery-thriller|/genres/action|/genres/young-adult,dir54/197458.Warriors_Boxed_Set.html,1042.0,"Warriors Boxed Set (Warriors, #1-3)",Erin_Hunter
4.67,164.0,0836217357,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1993.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/fiction|/genres/sequential-art|/genres/graphic-novels|/genres/comics|/genres/comic-book|/genres/humor|/genres/comedy|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips|/genres/sequential-art|/genres/cartoon|/genres/humor|/genres/funny,dir44/24818.Calvin_and_Hobbes.html,15009.0,Calvin and Hobbes,Bill_Watterson
4.67,70.0,0988223678,good_reads:book,https://www.goodreads.com/author/show/6521036.J_K_Accinni,2012.0,/genres/science-fiction|/genres/fantasy|/genres/paranormal|/genres/fiction|/genres/wildlife|/genres/science-fiction|/genres/dystopia|/genres/fantasy|/genres/young-adult,dir22/17322045-hive.html,232.0,"Hive (Species Intervention #6609, #4)",J_K_Accinni
4.67,34.0,0810117134,good_reads:book,https://www.goodreads.com/author/show/205563.Me_a_Selimovi_,1970.0,/genres/classics|/genres/fiction|/genres/historical-fiction|/genres/literature|/genres/academic|/genres/school|/genres/novels,dir58/1679497.The_Fortress.html,1335.0,The Fortress,Me_a_Selimovi_
4.66,33.0,1780810172,good_reads:book,https://www.goodreads.com/author/show/137902.Richelle_Mead,2010.0,/genres/paranormal|/genres/vampires|/genres/romance|/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/urban-fantasy,dir55/11872688-vampire-academy.html,1497.0,"Vampire Academy (Vampire Academy, #1-5)",Richelle_Mead
4.66,8.0,0992382009,good_reads:book,https://www.goodreads.com/author/show/7574275.Victor_Noble,2014.0,Unknown,dir20/19532388-letters-from-your-soul.html,29.0,Letters from your soul,Victor_Noble
4.66,122.0,0740721135,good_reads:book,https://www.goodreads.com/author/show/19928.Gary_Larson,2003.0,/genres/humor|/genres/sequential-art|/genres/comics|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips|/genres/humor|/genres/comedy|/genres/comics|/genres/comic-book|/genres/humor|/genres/funny,dir47/50323.The_Complete_Far_Side_1980_1994.html,4271.0,"The Complete Far Side, 1980-1994",Gary_Larson
4.66,4.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/7456408.Meredith_T_Taylor,2013.0,Unknown,dir55/19055068-churning-waters.html,32.0,Churning Waters,Meredith_T_Taylor
4.66,190.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/4942228.Santino_Hassell,2011.0,/genres/romance|/genres/m-m-romance|/genres/science-fiction|/genres/dystopia|/genres/romance|/genres/dark|/genres/science-fiction|/genres/sociology|/genres/abuse|/genres/adult-fiction|/genres/erotica|/genres/action,dir56/11737700-fade.html,996.0,"Fade (In the company of shadows, #4)",Santino_Hassell
4.66,877.0,0875793266,good_reads:book,https://www.goodreads.com/author/show/189701.James_E_Talmage,1915.0,/genres/religion|/genres/christianity|/genres/lds|/genres/non-fiction|/genres/religion|/genres/church|/genres/spirituality|/genres/inspirational|/genres/biography|/genres/lds|/genres/lds-non-fiction|/genres/classics|/genres/lds|/genres/mormonism,dir25/481749.Jesus_the_Christ.html,14310.0,Jesus the Christ,James_E_Talmage
4.66,20.0,9780953318,good_reads:book,https://www.goodreads.com/author/show/7410148.Onyeka,2013.0,/genres/history|/genres/non-fiction|/genres/cultural|/genres/africa|/genres/race,dir27/18869947-blackamoores.html,38.0,Blackamoores,Onyeka
4.66,312.0,0842384898,good_reads:book,https://www.goodreads.com/author/show/5158478.Anonymous,1902.0,/genres/christian|/genres/religion|/genres/non-fiction|/genres/reference|/genres/religion|/genres/christianity|/genres/religion|/genres/faith|/genres/spirituality|/genres/religion|/genres/theology|/genres/history|/genres/classics,dir57/930470.Holy_Bible.html,2666.0,Holy Bible,Anonymous
4.66,513.0,0007444397,good_reads:book,https://www.goodreads.com/author/show/4659154.One_Direction,2011.0,/genres/non-fiction|/genres/biography,dir57/11792612-dare-to-dream.html,5572.0,Dare to Dream (100% Official),One_Direction
4.65,349.0,1401210821,good_reads:book,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,2006.0,/genres/sequential-art|/genres/graphic-novels|/genres/sequential-art|/genres/comics|/genres/fantasy|/genres/fiction|/genres/horror|/genres/graphic-novels-comics|/genres/comics|/genres/comic-book|/genres/fantasy|/genres/mythology|/genres/fantasy|/genres/urban-fantasy|/genres/science-fiction-fantasy,dir20/23753.The_Absolute_Sandman_Vol_1.html,9222.0,"The Absolute Sandman, Vol. 1",Neil_Gaiman
4.65,272.0,0345538277,good_reads:book,https://www.goodreads.com/author/show/48206.Karen_Marie_Moning,2012.0,/genres/fantasy|/genres/fantasy|/genres/urban-fantasy|/genres/fantasy|/genres/paranormal|/genres/romance|/genres/romance|/genres/paranormal-romance|/genres/fairies|/genres/fae|/genres/adult|/genres/paranormal|/genres/fairies|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/supernatural,dir52/15842007-the-fever-series.html,3089.0,The Fever Series,Karen_Marie_Moning
4.65,12.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/6565853.Anastacia_Moore,2012.0,Unknown,dir22/17904495-curse-of-the-salute.html,31.0,Curse of The Salute,Anastacia_Moore
4.65,819.0,0345529057,good_reads:book,https://www.goodreads.com/author/show/346732.George_R_R_Martin,2011.0,/genres/fantasy|/genres/fiction|/genres/adventure|/genres/science-fiction|/genres/fantasy|/genres/epic-fantasy|/genres/epic|/genres/science-fiction-fantasy|/genres/novels|/genres/historical-fiction|/genres/fantasy|/genres/high-fantasy,dir25/9814682-a-song-of-ice-and-fire-1-4.html,23683.0,A Song of Ice and Fire #1-4,George_R_R_Martin
4.65,125.0,9646534783,good_reads:book,https://www.goodreads.com/author/show/6461611.Hafez,1680.0,/genres/poetry|/genres/literature|/genres/cultural|/genres/iran|/genres/classics|/genres/art|/genres/philosophy|/genres/non-fiction|/genres/spirituality,dir48/46292.The_Divan.html,3263.0,The Divan,Hafez
4.64,359.0,0836218051,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1988.0,/genres/sequential-art|/genres/comics|/genres/humor|/genres/sequential-art|/genres/graphic-novels|/genres/fiction|/genres/childrens|/genres/humor|/genres/comedy|/genres/humor|/genres/funny|/genres/comics|/genres/comic-book|/genres/graphic-novels-comics|/genres/sequential-art|/genres/comic-strips,dir23/43070.The_Essential_Calvin_and_Hobbes.html,67279.0,The Essential Calvin and Hobbes,Bill_Watterson
4.64,148.0,1595142711,good_reads:book,https://www.goodreads.com/author/show/137902.Richelle_Mead,2009.0,/genres/paranormal|/genres/vampires|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/romance|/genres/romance|/genres/paranormal-romance|/genres/fantasy|/genres/supernatural|/genres/fantasy|/genres/urban-fantasy|/genres/fiction|/genres/fantasy|/genres/magic,dir10/6339989-vampire-academy-collection.html,21743.0,"Vampire Academy Collection (Vampire Academy, #1-3)",Richelle_Mead
4.64,116.0,0679777466,good_reads:book,https://www.goodreads.com/author/show/8361.Dorothy_Dunnett,1969.0,/genres/historical-fiction|/genres/adventure|/genres/cultural|/genres/scotland|/genres/fiction|/genres/romance|/genres/historical-romance|/genres/romance|/genres/literature|/genres/classics|/genres/literature|/genres/16th-century|/genres/fantasy,dir35/360455.Pawn_in_Frankincense.html,2033.0,"Pawn in Frankincense (The Lymond Chronicles, #4)",Dorothy_Dunnett
4.64,613.0,0609807250,good_reads:book,https://www.goodreads.com/author/show/313356.Gordon_B_Hinckley,2000.0,/genres/religion|/genres/non-fiction|/genres/christianity|/genres/lds|/genres/religion|/genres/church|/genres/inspirational|/genres/self-help|/genres/spirituality|/genres/lds|/genres/lds-non-fiction,dir14/596259.Standing_for_Something.html,11087.0,Standing for Something,Gordon_B_Hinckley
4.64,10.0,Unknown,good_reads:book,https://www.goodreads.com/author/show/5808070.Cynthia_Collins,2012.0,/genres/fiction|/genres/fantasy|/genres/young-adult,dir38/13583118-the-unicorn-tree.html,25.0,The Unicorn Tree,Cynthia_Collins
